Entry	Organism ID
T2INN6	423472
A0A1P8UHY2	1765967
A0A2V2SQ24	2202894
A0A2M8ZNH1	56946
A0A1D2TMA2	1660105
A0A6P0HWK3	2607810
A0A4Y9J3N7	2558277
K9D3D1	883163
A0A0U5AJR2	1653476
A0A416XW32	2293060
A0A1V3TRI1	1924934
A0A367S5D6	1844469
A0A6M1PZT4	2710884
A0A7L6HTJ8	2742662
A0A2V7YIW9	1978231
A0A1V3TU74	1924934
A0A4Q3I219	1871070
A0A1G5HYS7	1520805
A0A7C9K6J4	272774
A0A7L6HRL5	2742662
A0A1Q9UVV1	1904970
A0A2V9UM32	1978231
A0A355JU75	1872427
A0A2D8R183	1978231
A0A0N0SGJ3	1415557
B1I2G5	477974
A0A2V9WZZ8	1978231
K0ETM8	1133849
A0A2V8XA20	1978231
A0A1Q2HQE0	1940790
A0A6M4MEC8	1858656
A0A7D4TG67	162426
A0A4Z0WEK5	2759953
A0A367QYG6	1844469
A0A5N5USY5	1226753
A0A1G2RF91	1802456
A0A2V1HD80	2233853
A0A6N0YXA1	664683
A0A2V1HJH2	2233853
A0A1B1NEC6	1758689
A0A1F4ALZ6	1797486
A0A238VAB3	1938746
A0A367RQN1	1844469
A0A0K1NMM2	1236517
A0A420CPX6	1617282
A0A7L6HNE7	2742662
A0A1V3TU85	1924934
A0A1B3MY68	1843368
A0A412YDM1	626929
A0A1G3H5T1	1802017
L3NWC1	1182673
T2IT83	423472
A0A0H3AAC2	391774
A0A2T3VUQ5	2108399
T2IM37	423472
A0A2N0C3E3	2023202
A0A366E2H3	208602
A0A174BNH4	1512
A0A7G1LEZ1	644
A0A5J5K5F9	2614688
A0A3R6LZY8	2292234
K2LI74	1177928
K2LHI6	1177928
A0A418J1B2	1286
A0A5M3PTJ4	418719
A0A7G5IF61	2759707
A0A5R9RD24	2571105
A0A143B8X3	1823759
A0A1V5BVT8	1811696
B0UC71	426117
A0A7K3UKJ6	396
A0A1V4BQG1	1960155
C0QGW6	177437
V6FRW1	869678
A0A369ZA20	732
A0A6F8SRJ8	29570
A0A154BYA7	1817793
T2IYZ6	423472
A0A1F3EAC7	1797324
A0A413US41	2292319
A0A1S0V873	1214121
H5V1P5	1115512
T2IS05	423472
A0A416YHY3	2292201
A0A0F4XVC5	132476
A0A3D8P7N5	444093
A0A5C2HM10	947515
A0A1J5NPB6	1525
A0A1N6I1Y7	29570
B0UEA9	426117
U7QRY7	1348334
V6FRS0	869678
X6GSQ1	1287106
A0A0J8ARM0	1420583
L3NUE5	1182673
W7WMP7	1437443
A0A554IC16	2017205
A0A2H0SDM7	2014328
A0A2U8W2S8	2202825
A0A1F7VHU0	1802412
A0A6I0CRJ7	529
A0A3D9NCV7	2035221
A0A0F1AT76	2071710
G5F8B3	665940
A0A6G6SXU2	626774
A0A657MYB1	150340
V6FPN7	869678
A0A1G2N791	1802318
F7ZAU4	391595
A0A5J5IZZ4	1631477
A0A4R9LCB1	293085
A0A1M6VLH2	564117
A0A0K0H8H1	218493
A0A7C1WIG8	2268184
A0A2V2T4Z1	2202894
A0A2H0SE79	2014328
A0A0Q5BDY6	1736264
A7ZT20	331111
A0A6L3YYH7	529
A0A2N7ZX02	2070622
A0A3R8SNW3	2490848
A0A1H5LYC3	132476
A0A0B0IPD6	333138
A0A2S9AYE6	1848738
A0A7G5IHQ4	2759707
A0A132EB58	1207504
A0A2T6ATX7	589035
A0A7C2A8U5	2268184
G5FAU1	665940
A0A6G8VIS6	386
A0A1V4BWQ1	1960155
A0A1M5BRR1	1121425
T2IYU0	423472
A0A6G8VFB5	386
K2LQ76	1177928
L3PD96	1182673
A0A7C2AT14	2268184
A0A6L7KQ41	2604846
A0A174BVS7	1512
A0A6L7KLS6	2604846
A0A2E2JLF7	1872654
A0A1G7WVI4	83401
A0A373KSV4	2293179
A0A1V4BNA8	1960155
A0A416YJZ7	2292201
I4GVQ5	1160282
A0A1V4BP86	1960155
G5FAH4	665940
A0A1T1ZXA2	1915315
A7ZJ72	331111
N9WLK3	999413
A0A069JQL2	1487711
I4GQR7	1160282
G5FAR6	665940
A0A3R6S3B9	2292201
A0A3M4MB65	36746
N9WI31	999413
A0A143BAB4	1823759
K2KKK9	1177928
R6WAY1	1262873
A0A255T9X5	2024223
A0A132E7B9	1207504
D0XAQ8	673519
V6FP19	869678
A0A0H3DMG9	718251
I4GW31	1160282
A0A2H2Z341	1844100
A0A132E5E3	1207504
N9VCP0	999413
A0A5R9ITX7	2555644
A0A3R6B6C5	165179
A0A2G2IGN9	56799
A0A6P0I6H9	2607810
A0A0H3ABI3	391774
A0A0J7XHT2	1420583
A0A7G5IK36	2759707
M3SYP6	1159079
A0A554IC92	2017205
A0A1I1Q9A1	1761755
A0A336N5B2	732
A0A1M6R7S0	564117
A0A2N0ARK4	2023178
A0A2N1ZRS0	2013792
A0A166J371	1819295
A0A1H5I763	132476
A0A6I0D1U9	529
A0A1V4BX98	1960155
A0A413JH75	1512
A0A413JNW7	1512
A0A261FSB2	1603886
A0A1V4BWJ9	1960155
A0A1M5A2Y0	494016
A0A7K3UB38	396
A0A1I4GF01	1855374
H5UUX5	1089455
A0A5M8BSD3	1512
D0X8P3	673519
A0A0D1INF9	1423
A0A6I6G6R5	626774
V6FQT0	869678
L3P9L5	1182673
A0A3D8P3R4	444093
U7QQW3	1348334
G4D5K9	997350
A0A2U8WFH0	2202825
A0A349L5P2	1871054
A0A6I0CRA3	529
A0A2S9AQ37	1848738
R9VGF6	1331671
A0A0J6F8A8	328812
A0A7G5IET5	2759707
A0A2X5NKT5	82987
A0A255GBK4	2016500
R9V9M6	1331671
A0A1Y4R138	44008
G5FJH9	665940
A0A1G8B3B4	83401
T2J1P8	423472
V6FVR0	869678
Q87NN9	223926
A0A7C4A5H9	1872442
R9VET2	1331671
A0A2V2SZN6	2202894
X6KW07	1169855
A0A2M8ZWN7	56946
A0A1I1UHP4	1761755
A0A2W5A6E6	397260
A0A2I1Z9S4	1304
A0A1F1Q450	1581141
A0A2V2T3K5	2202894
A0A7K3UEM9	396
A0A508W9V1	33968
A0A5F2A9G6	2023178
A0A0K2J4G0	1403336
A0A1R4J2W0	1434839
A0A1U6GR91	428990
A0A7K3UFL1	396
A0A1I4E1P2	1855374
A0A7C7SU68	2024841
A0A1Q6JZF6	1897046
V6FT50	869678
A0A376IZ90	93378
A0A5R9DDZ0	29397
T2IP87	423472
A0A1D2TKK8	1660105
R6WEY6	1262873
V6FS34	869678
A0A7C6WKT8	38403
A0A7K3UHW0	396
A0A0H3DSP3	718251
A0A1V4BPH0	1960155
A0A349L1M9	1871054
A0A2N1ZY74	2013792
A0A6I0CRD5	529
A0A5J5K7D2	2614688
A0A2N0C233	2023202
A0A161XZ38	1819295
A0A1S2V1W0	168469
A0A2V2SUX7	2202894
A0A318E965	985250
A0A1H1GXY1	47312
A0A413URF3	2292319
T2IXI5	423472
A0A2U8WBR0	2202825
H5UWZ6	1115512
T2IYY4	423472
A0A0X8G7B9	1622118
A0A2N0C354	2023202
A0A2T3VZI8	2108399
A0A2N0AXT5	2023178
A0A166IL43	1819295
T2J224	423472
A0A249C6W6	222805
A0A6G8VTB3	386
A0A0Q5CUE2	1736264
A0A2N1UKV9	2013825
A0A2V2T721	2202894
A0A120IE52	1622118
A0A011T985	529
T2IQC2	423472
A0A2M7VYY3	1974554
A0A1U6HD60	428990
A0A1E4H110	1660129
A0A097QY91	1453496
A0A6F8XF67	29570
T2IN59	423472
A0A3D2CWV0	56799
A0A1F7VGD8	1802412
A0A2N1ZHN9	2013792
A0A2N4WR26	2067450
A0A6H3NHR2	2023178
A0A369QAA8	2161824
N9WXQ1	999413
A0A6G8VSY5	386
A0A0J8AMJ5	1420583
A0A6I6FWP6	626774
A0A0J7XIL4	1420583
A0A1H9Y7L8	1168034
A0A3D8P5H1	444093
A0A1J5BZ19	1805053
A0A426UL18	2490848
A0A413JM05	1512
H5V779	1115512
A0A5J5J1R2	1631477
T2IVU2	423472
A0A2N0AWS5	2023178
A0A2N0C468	2023202
A0A2H0SH16	2014328
X6HP35	1287106
A0A7C1WTB9	2268184
A0A1A2PRS3	1834124
A0A0R2YA28	75588
A0A3E1NQ72	2291815
A0A1T1ZYH0	1915315
A0A562U0D0	652788
A0A1E4GSP0	1660129
A0A1H9ZTN1	1168034
A0A1E8RAE0	1739356
A0A1Q8G8G6	1772288
A0A1Z5J0J3	1714682
A0A1G7WEH2	83401
A0A243F281	132267
A0A2N0C3S4	2023202
A0A6L3Z2J5	529
A0A0Q5BBC4	1736264
A0A2N1UKD8	2013825
F7ZM60	391595
A0A0Q5BJ32	1736264
A0A2N1U7I0	2013825
T2IQB4	423472
A0A1D2TKS6	1660105
A0A1F5W6Z1	1798337
A0A0F7PQE0	1620421
A0A2W5C794	397260
A0A2N0CBY1	2023202
T2IY29	423472
R9V2C8	1331671
W7WWJ6	1437443
T2IQB9	423472
A0A0F7PTW4	1620421
A0A3D8P833	444093
A0A011T774	529
A0A349L1P6	1871054
A0A1F5WA86	1798337
A0A1J5N3E9	1525
A0A1H5HYX2	132476
A0A502LKM5	726
A0A7K3UHW4	396
T2ITX3	423472
X6KWR2	1169855
A0A6P0I473	2607810
A0A347A7X3	644
A0A2T3VVB8	2108399
A0A2V2T6D6	2202894
A0A1J5NEX7	1525
T2INM0	423472
A0A6G6SEN9	626774
A0A1B3MQP7	1843368
A0A1M6Q0Q4	564117
T2IUM7	423472
A0A3D3GXA7	56799
M3T1W5	1159079
X6L2X6	1169855
A0A508W897	33968
N9WBL0	999413
A0A5B7X508	2058175
W7WFA7	1437443
A0A7G5IEM0	2759707
A0A4Y9IP58	2558277
A0A4R9LMH0	293085
A0A656Z389	529
A0A166K717	1819295
A0A249BYU7	222805
A0A6I0CYV2	529
A0A2V2SWA0	2202894
A0A1S2V5Q3	168469
A0A6P0HV43	2607810
A0A2V2SKT0	2202894
A0A336N923	732
A0A495EQY9	1206816
A0A5C2HKY1	947515
R5G7F9	1262842
A0A1Z4HQD7	1973483
A0A2S9AT72	1848738
A0A1M6U7S5	564117
A0A2G2IF32	56799
A0A2N4WX41	2067450
A0A5C2HKP9	947515
A0A7K3UM03	396
A0A7C3ZR89	1872442
A0A3M3ZBV5	251706
A0A349L432	1871054
A0A2N1ZUT2	2013792
A0A5B7X5K7	2058175
A0A0D8HLB0	1280514
A0A1R4KMI1	1434839
A0A1N6EKD8	29570
A0A0R2JEH4	1616
A0A7G5IJL1	2759707
A0A0D7V3P3	29570
A0A2T3VSB6	2108399
G4D5K7	997350
A0A2U8W536	2202825
A0A154C3G3	1817793
A0A6P0HYP7	2607810
A0A2V2SWN1	2202894
A0A0D8HLB7	1280514
A0A6L3Z287	529
A0A4R9K4S4	2484945
T2IXM8	423472
A0A1U6GR97	428990
A0A7K0ASD8	165179
A0A6N1VD47	2742145
A0A5C2HIS3	947515
T2INI1	423472
H5V449	1115512
A0A087E0S0	77635
A0A2V9LFE5	1978231
A0A414ZP24	2292025
A0A1F5WZT9	1798351
A0A1Z4HWW8	1973483
A0A1M4XS92	494016
A0A0Q5B6N7	1736264
A0A315B9L7	1835767
A0A7C2ACL7	2268184
A0A432XAI2	946228
A0A6P0HXQ7	2607810
A0A5D3I4B0	1525
A0A1T1ZY07	1915315
A0A6P1ESJ7	2690380
A0A1T1ZXU4	1915315
A0A6I0DE66	529
A0A2U1BY97	132476
A0A5C2HID6	947515
A0A2V2SQA2	2202894
A0A0J0ASA2	44008
A0A7K0AYH6	165179
T2IN19	423472
U7QKU7	1348334
A0A0G1L7E1	1618914
A0A2N0C300	2023202
A0A2V2T3S0	2202894
T2IRB1	423472
A0A2N0ASE3	2023178
A0A5C2HH89	947515
A0A2N0C6Y7	2023202
A0A5J5J4Q8	1631477
A0A1A2P869	1834124
A0A1S0V886	1214121
A0A412N7E2	626929
A0A2U8W6Q6	2202825
I4GQV8	1160282
T2J369	423472
T2IMT2	423472
A0A022LJZ0	1292022
A0A3M6RJ04	2478746
A0A2T3VZF9	2108399
A0A3D9NC83	2035221
A0A2U8W2Y3	2202825
A0A161VTQ8	1819295
A0A6F8X9S4	29570
A0A0Q7IQ55	1736448
A0A1F7VGU3	1802412
A0A376DE53	93378
A0A6P2D9X1	1210884
A0A0H3A8F0	391774
A0A3M6RIH1	2478746
A0A0Q5BH25	1736264
A0A653JY32	2653183
A0A3R8TL52	2490848
H5UWD4	1115512
A0A1H2TM24	985054
A0A1Y3YXC7	626929
A0A1S2UHF4	168469
A0A4Y9IP72	2558277
A0A0Q5B2G9	1736264
V6FNX9	869678
A0A1H5BGR5	132476
A0A166KBU4	1819295
A0A154C4A0	1817793
A0A522DVT1	1915057
A0A5J5K7L8	2614688
A0A5J5K3T1	2614688
A0A154BWT0	1817793
A0A1M4XNW3	494016
A0A0J6CDT3	328812
Q1J7T5	370554
A0A1E4GZC6	1660129
A0A1J5BYL1	1805053
A0A413UMZ0	2292319
A0A137Y0F5	529
A0A2G2I7H4	56799
A0A5P9Z097	2656914
A0A6P0HY97	2607810
A0A011TQ78	529
A0A0F1AKP1	2071710
A0A1Q6K2C5	1897046
A0A6I0DM22	529
A0A2N1ZY60	2013792
A0A2J6XSB4	2010949
A0A2N1UKX3	2013825
A0A1G2N5J1	1802318
A0A6B0Q0G4	2691605
A0A412XQP7	626929
A0A4R8WUV5	1259182
A0A0F7PSE8	1620421
A0A413UP83	2292319
A0A7K3UBJ2	396
R7HJR3	1263018
A0A6I0CR45	529
A0A1A2PAR7	1834124
A0A0H3AB30	391774
A0A1H5HXS7	132476
A0A0X3Y126	76856
T2IRD8	423472
T2IJM0	423472
A0A2N7ZQT5	2070622
A0A1J5NPC2	1525
A0A6P1EU75	2690380
A0A6F8XFZ6	29570
A0A656SUF3	171194
A0A6F8SY15	29570
A0A2T2UMM2	1919114
A0A6P2CWN5	1210884
A0A1G2N461	1802318
A0A6S7DZ10	1287738
A0A1H5L4W4	1855347
A0A6P0I615	2607810
A0A522DXA8	1915057
A0A1H2XR11	985054
A0A0F4REQ0	579483
A0A1G2N4U4	1802318
A0A2N0C2K0	2023202
A0A2U8WES9	2202825
A0A5C2HP86	947515
A0A2V2T313	2202894
A0A1F2QC15	1797171
A0A1U6IQB8	428990
A0A4R9LFK1	293085
T2IMJ3	423472
A0A5C2HLQ6	947515
A0A0F4RDC9	579483
A0A125WD20	1069620
A0A6I0CR28	529
A0A1F2QAU2	1797171
A0A1N6ELZ1	29570
A0A2T3W382	2108399
A0A1I1EV41	1761755
A0A0Q5BBF2	1736264
T2ILB5	423472
A0A2N1ULZ6	2013825
A0A0R2YEQ4	75588
A0A6I0CXJ0	529
A0A0R2Y3H7	75588
A0A656Z501	529
A0A4V3JVR3	293085
C7XD31	563193
T2IT25	423472
A0A1D2TLD5	1660105
A0A0D8HIL8	1280514
A0A1N6CQR5	29570
A0A2N1ZY48	2013792
W7WM12	1437443
A0A5P9YKJ1	2656914
A0A3D2CPP0	56799
A0A2U0HSZ9	2174845
T2J2K8	423472
A0A1M6W9J2	564117
T2IS45	423472
A0A0F4RN76	579483
A0A1F6GDC1	1817772
A0A011UCR5	529
A0A0T9TXH7	29483
A0A7D3V867	644
A0A0T9UAD8	29483
A0A6I0D4W0	529
A0A5J5KB43	2614688
A0A1H5HXU4	132476
A0A6S6Y1G6	311182
A0A1Z4HP48	1973483
A0A517NK34	1930273
A0A0Q5CFP3	1736264
A0A1D2TDK8	1660105
A0A3D8P1W9	444093
U7QKR9	1348334
V1D9S8	1353536
C7XG56	563193
A0A1W9VRP9	1972458
A0A413URP3	2292319
A0A2N0C6E9	2023202
A0A1F6G9W2	1817772
T2ITG7	423472
A0A2N4WWV7	2067450
A0A1B3MY87	1843368
A0A3D0C4N8	56799
A0A1F2QCD7	1797171
A0A2N0C6Y8	2023202
A0A2N0C4Y0	2023202
A0A6L9EGQ7	2697053
